60 2 2
0	16.345000	25.866000	
0	30.531000	22.469000	
0	10.392000	12.261000	
0	23.267000	21.888000	
0	17.117000	21.844000	
0	20.534000	40.140000	
0	6.776000	12.148000	
0	24.368000	33.913000	
0	24.669000	5.312000	
0	16.892000	30.042000	
0	4.621000	38.967000	
0	17.243000	2.037000	
0	14.288000	28.993000	
0	24.165000	40.279000	
0	18.618000	35.537000	
0	24.516000	1.345000	
0	23.290000	48.489000	
0	2.961000	49.573000	
0	11.491000	18.471000	
0	23.723000	5.149000	
1	64.791000	93.732000	
1	34.188000	93.645000	
1	47.082000	51.287000	
1	37.149000	62.352000	
1	62.506000	52.749000	
0	34.422000	55.449000	
1	45.396000	79.409000	
1	57.628000	67.031000	
1	54.608000	74.422000	
1	34.612000	69.631000	
1	54.415000	85.325000	
1	37.049000	66.326000	
1	65.731000	94.388000	
1	61.279000	58.987000	
1	64.250000	67.955000	
1	40.328000	79.908000	
1	49.561000	67.487000	
1	35.771000	73.724000	
1	43.314000	65.236000	
1	59.195000	50.245000	
1	98.389000	7.467000	
1	66.923000	18.874000	
1	91.042000	39.458000	
1	85.016000	48.038000	
1	92.916000	35.639000	
1	94.812000	16.148000	
1	94.859000	40.408000	
1	78.560000	7.145000	
1	90.366000	16.070000	
1	83.742000	4.306000	
1	86.004000	26.799000	
1	86.966000	42.457000	
1	94.065000	7.483000	
1	85.473000	10.452000	
1	95.689000	24.343000	
1	72.921000	14.550000	
1	69.665000	16.803000	
1	84.412000	19.950000	
1	74.016000	26.711000	
1	80.249000	25.808000	
