60 2 9
4	16.345000	25.866000	
3	30.531000	22.469000	
2	10.392000	12.261000	
3	23.267000	21.888000	
4	17.117000	21.844000	
0	20.534000	40.140000	
6	6.776000	12.148000	
0	24.368000	33.913000	
8	24.669000	5.312000	
4	16.892000	30.042000	
0	4.621000	38.967000	
8	17.243000	2.037000	
4	14.288000	28.993000	
0	24.165000	40.279000	
0	18.618000	35.537000	
8	24.516000	1.345000	
0	23.290000	48.489000	
0	2.961000	49.573000	
2	11.491000	18.471000	
8	23.723000	5.149000	
5	64.791000	93.732000	
5	34.188000	93.645000	
7	47.082000	51.287000	
5	37.149000	62.352000	
7	62.506000	52.749000	
0	34.422000	55.449000	
5	45.396000	79.409000	
7	57.628000	67.031000	
5	54.608000	74.422000	
5	34.612000	69.631000	
5	54.415000	85.325000	
5	37.049000	66.326000	
5	65.731000	94.388000	
7	61.279000	58.987000	
7	64.250000	67.955000	
5	40.328000	79.908000	
5	49.561000	67.487000	
5	35.771000	73.724000	
5	43.314000	65.236000	
7	59.195000	50.245000	
1	98.389000	7.467000	
1	66.923000	18.874000	
1	91.042000	39.458000	
1	85.016000	48.038000	
1	92.916000	35.639000	
1	94.812000	16.148000	
1	94.859000	40.408000	
1	78.560000	7.145000	
1	90.366000	16.070000	
1	83.742000	4.306000	
1	86.004000	26.799000	
1	86.966000	42.457000	
1	94.065000	7.483000	
1	85.473000	10.452000	
1	95.689000	24.343000	
1	72.921000	14.550000	
1	69.665000	16.803000	
1	84.412000	19.950000	
1	74.016000	26.711000	
1	80.249000	25.808000	
