60 2 6
0	5.898000	6.500000	
0	3.461000	21.301000	
0	14.876000	11.839000	
0	40.514000	4.540000	
0	5.715000	27.584000	
2	35.020000	40.882000	
2	33.762000	40.504000	
2	45.771000	39.468000	
2	37.667000	29.629000	
2	43.838000	40.663000	
0	14.943000	11.323000	
0	21.452000	9.883000	
2	44.643000	25.080000	
0	32.050000	11.519000	
0	35.123000	16.605000	
4	29.687000	98.762000	
4	37.386000	85.353000	
1	1.775000	53.496000	
4	10.578000	96.408000	
4	43.580000	90.602000	
4	13.487000	75.849000	
4	27.437000	97.522000	
2	45.831000	58.677000	
4	3.588000	91.053000	
4	10.201000	86.387000	
4	20.120000	71.624000	
4	28.400000	83.323000	
4	25.358000	81.781000	
1	17.448000	52.995000	
4	24.575000	72.990000	
5	97.059000	70.368000	
5	91.820000	98.648000	
5	61.437000	66.491000	
5	81.636000	70.537000	
5	63.797000	77.022000	
5	80.886000	98.210000	
5	99.944000	78.233000	
5	70.916000	85.741000	
5	71.005000	96.843000	
5	93.627000	59.025000	
5	57.409000	83.953000	
5	66.850000	63.603000	
5	56.459000	96.623000	
5	84.215000	65.886000	
5	56.908000	81.585000	
3	95.396000	19.351000	
3	59.086000	14.971000	
3	72.985000	31.435000	
3	71.856000	34.398000	
2	51.307000	43.277000	
2	56.072000	34.806000	
3	75.131000	33.846000	
3	98.914000	37.662000	
3	79.517000	30.843000	
3	61.174000	32.725000	
3	64.779000	24.786000	
3	81.206000	49.290000	
3	74.535000	43.257000	
3	65.382000	24.970000	
2	51.129000	47.041000	
